id,tvätt,tvätt2,valsedelsuppgift
179870,bibliotekarie,bibliotekarie,"77, f.d. bibliotekarie"
55246,bibliotekarie,bibliotekarie,"F.d. Bibliotekarie, Lund, 69 år"
251785,bibliotekarie,bibliotekarie,"f.d. Bibliotekarie, Hallsberg"
4395,bibliotekarie,bibliotekarie,"80, Kungsholmen, f.d. bibliotekarie"
200880,chef,chef,"52 år, servicechef"
124526,chef,chef,"Servicechef, Bredaryd"
68845,chef,chef,"51 år, Servicechef, Forsheda"
359595,chef,chef,"servicechef, Mönsterås"
62752,chef,chef,"54 år, servicechef, Gessie villastad"
62874,chef,chef,"54 år, servicechef, Östra Ljungby"
61352,chef,chef,"55, Servicechef"
20904,chef,chef,"50, Servicechef, Hörnett"
200894,hotellägare,hotellägare,"52 år, hotellägare"
32874,hotellägare,hotellägare,"hotellägare, 66 år"
148463,hotellägare,hotellägare,"Hotellägare, Marstrand"
50609,marinbiolog,marinbiolog,"Marinbiolog, Vagnhärad"
158192,marinbiolog,marinbiolog,"Marinbiolog, Långsjömåla Oskarshamn"
131328,marinbiolog,marinbiolog,"marinbiolog, 62 år, Fjärås"
183490,bibliotekschef,chef,"bibliotekschef, Hästholmen"
392825,bibliotekschef,chef,"bibliotekschef, Skellefteå"
183709,studerande,studerande,"universitetsstuderande, Ödeshög"
112692,studerande,studerande,"25 år, universitetsstuderande"
22370,studerande,studerande,"Universitetsstuderande, Direktör Lerdala"
12243,sjuksköterska,sjuksköterska,"Fd Distriktssköterska, Ödeshög"
38038,sjuksköterska,sjuksköterska,"74, fd Distriktssköterska, Vaggeryd"
36920,sjuksköterska,sjuksköterska,"68 år,Fd distriktssköterska,Jönköping"
31343,sjuksköterska,sjuksköterska,"66 år, fd distriktssköterska, V Ämtervik"
19120,sjuksköterska,sjuksköterska,"84 år, Fd Distriktssköterska, Nora"
71670,församlingspedagog,församlingspedagog,"Församlingspedagog, Trehörna"
71410,församlingspedagog,församlingspedagog,"församlingspedagog, 58 år, Tryserum"
249759,församlingspedagog,församlingspedagog,"församlingspedagog, 39 år, Mjölby"
38023,församlingspedagog,församlingspedagog,"49, Församlingspedagog, Hok"
127476,församlingspedagog,församlingspedagog,"54, Församlingspedagog, Skillingaryd"
130280,församlingspedagog,församlingspedagog,"Församlingspedagog, Eksjö"
313839,församlingspedagog,församlingspedagog,"29 år, församlingspedagog, Kalmar"
128121,församlingspedagog,församlingspedagog,"församlingspedagog, 43 år"
32098,församlingspedagog,församlingspedagog,"28 år, församlingspedagog, Centrum"
61895,församlingspedagog,församlingspedagog,"46 år, Församlingspedagog, Tyringe"
241624,församlingspedagog,församlingspedagog,"51 år, Församlingspedagog, Onsala"
190066,församlingspedagog,församlingspedagog,"församlingspedagog, Jonsered"
178999,församlingspedagog,församlingspedagog,"församlingspedagog, 27 år, Alafors"
20894,församlingspedagog,församlingspedagog,"61år,Församlingspedagog,Häggetorps Allé"
43304,församlingspedagog,församlingspedagog,"41 år, församlingspedagog"
89954,församlingspedagog,församlingspedagog,"62 år, Församlingspedagog, Vartofta"
122993,församlingspedagog,församlingspedagog,"församlingspedagog, 62 år"
21000,församlingspedagog,församlingspedagog,"45, Församlingspedagog, Gullänget"
360980,församlingspedagog,församlingspedagog,"49 år, församlingspedagog, Tångeråsen"
70259,församlingspedagog,församlingspedagog,"församlingspedagog, Malgovik"
49568,församlingspedagog,församlingspedagog,"Gräs,  Församlingspedagog"
250142,familjehemsförälder,familjehemsförälder,"Familjehemsförälder,Ödeshög"
156278,familjehemsförälder,familjehemsförälder,"Familjehemsförälder, Lenhovda"
223287,familjehemsförälder,familjehemsförälder,"54, Familjehemsförälder, Falkenberg"
48367,familjehemsförälder,familjehemsförälder,"familjehemsförälder, Mo"
250145,reporter,reporter,"Reporter,Ödeshög"
35259,reporter,reporter,"43 år, reporter, Götene"
368889,reporter,reporter,"31 år, reporter, Nötbolandet"
250149,verktygsmakare,verktygsmakare,"Verktygsmakare,Tranås"
14337,verktygsmakare,verktygsmakare,"51 år, Verktygsmakare, Tidersrum"
87014,verktygsmakare,verktygsmakare,"Verktygsmakare,Nissafors,30 år"
83167,verktygsmakare,verktygsmakare,"54 år,Verktygsmakare,Värnamo"
83262,verktygsmakare,verktygsmakare,"57 år,Verktygsmakare,Bor"
68837,verktygsmakare,verktygsmakare,"45 år, Verktygsmakare, Bor"
68853,verktygsmakare,verktygsmakare,"56 år, Verktygsmakare, Rydaholm"
68871,verktygsmakare,verktygsmakare,"35 år, Verktygsmakare, Vetlanda"
227581,verktygsmakare,verktygsmakare,"68, verktygsmakare, Alvesta"
359038,verktygsmakare,verktygsmakare,"51, verktygsmakare, Olofström"
32858,verktygsmakare,verktygsmakare,"verktygsmakare, 58 år"
67057,verktygsmakare,verktygsmakare,"43 år, verktygsmakare, Broby"
80125,verktygsmakare,verktygsmakare,"Verktygsmakare, Åstorp"
154058,verktygsmakare,verktygsmakare,Verktygsmakare
29678,verktygsmakare,verktygsmakare,"63 år, Verktygsmakare"
28631,verktygsmakare,verktygsmakare,"66 år, Verktygsmakare"
184773,verktygsmakare,verktygsmakare,"Långshyttan, Verktygsmakare"
82446,resemontör,resemontör,"33 år, resemontör, Heda"
61009,resemontör,resemontör,"resemontör, Nybro"
115984,resemontör,resemontör,"57, Resemontör, Persby"
124923,resemontör,resemontör,"47, Resemontör, Skoghall"
124889,resemontör,resemontör,"44, Resemontör, Deje"
124889,resemontör,resemontör,"44 år, Resemontör, Deje"
125712,resemontör,resemontör,"64, Resemontör, Klevane"
115883,resemontör,resemontör,"52, Resemontör, Norra Näs"
95601,resemontör,resemontör,"62, Resemontör, Filipstad"
82351,resemontör,resemontör,"Simrishamn, Resemontör"
251043,lärare,lärare,"Lågstadielärare, Ydre"
290537,lärare,lärare,"68, Lågstadielärare, Söderköping"
63517,lärare,lärare,"Lågstadielärare, 81 år"
49853,lärare,lärare,"Lågstadielärare, 67, Virke"
49855,lärare,lärare,"Lågstadielärare, 66, Kävlinge"
56355,lärare,lärare,"70 år, lågstadielärare, Hörby"
61892,lärare,lärare,"54 år, Lågstadielärare, Vittsjö"
256010,lärare,lärare,"75, Lågstadielärare"
33248,lärare,lärare,"53 år, Lågstadielärare"
42692,lärare,lärare,"Lågstadielärare, Västra Gryttved"
44841,bibliotekarie,bibliotekarie,"biblioteksassistent, Kisa"
24911,bibliotekarie,bibliotekarie,"biblioteksassistent, 38 år"
37930,bibliotekarie,bibliotekarie,"67, Biblioteksassistent, Skillingaryd"
159038,bibliotekarie,bibliotekarie,"Biblioteksassistent, Eriksmåla"
101303,bibliotekarie,bibliotekarie,"51 år, Biblioteksassistent, Bromölla"
35053,bibliotekarie,bibliotekarie,Biblioteksassistent
256492,bibliotekarie,bibliotekarie,"64, Biblioteksassistent, Skara"
27500,bibliotekarie,bibliotekarie,"53 år, Biblioteksassistent, Sunne"
26968,bibliotekarie,bibliotekarie,"67 år, biblioteksassistent, Örebro"
250674,bibliotekarie,bibliotekarie,"46 år, biblioteksassistent, norr"
113909,bibliotekarie,bibliotekarie,"biblioteksassistent, 35 år"
17578,bibliotekarie,bibliotekarie,"biblioteksassistent, 61år, Resele"
170319,bibliotekarie,bibliotekarie,"biblioteksassistent, Sollefteå"
207242,bibliotekarie,bibliotekarie,"Norrtälje, biblioteksassistent"
44842,ekonom,ekonom,"ekonomiadministratör, Rimforsa"
126786,ekonom,ekonom,"Ekonomiadministratör, 57, Göteborg"
246342,ekonom,ekonom,"Ekonomiadministratör, Uddevalla"
174259,ekonom,ekonom,Ekonomiadministratör
256612,ekonom,ekonom,Ekonomiadministratör
360088,ekonom,ekonom,"57, Ekonomiadministratör"
67716,ekonom,ekonom,"50, ekonomiadministratör, Haga"
44843,bankir,bankir,"f.d. banktjänsteman, Rimforsa"
60657,bankir,bankir,"81 år, f.d. banktjänsteman"
62690,bankir,bankir,"62 år, f.d. banktjänsteman, Falsterbo"
230903,bankir,bankir,"F.d. banktjänsteman, Orust"
362332,bankir,bankir,"f.d. banktjänsteman, Ekeby"
4489,bankir,bankir,"71, Fruängen, f.d. banktjänsteman"
78346,teaterpedagog,teaterpedagog,"teaterpedagog, Kisa"
77707,teaterpedagog,teaterpedagog,"49 år, Teaterpedagog, Vänersborg"
30754,teaterpedagog,teaterpedagog,"47 år, Teaterpedagog"
209049,teaterpedagog,teaterpedagog,"teaterpedagog, Östersund"
130160,teaterpedagog,teaterpedagog,"Insjön, 35 år, Teaterpedagog"
267421,skogsarbetare,skogsbrukare,Skogsarbetare
252558,skogsarbetare,skogsbrukare,"Skogsarbetare, Borensberg"
252560,skogsarbetare,skogsbrukare,"Skogsarbetare, Motala"
112718,skogsarbetare,skogsbrukare,"60, Skogsarbetare, Traryd"
112722,skogsarbetare,skogsbrukare,"60, Skogsarbetare, Övre Gällareböke"
391785,skogsarbetare,skogsbrukare,"Skogsarbetare, Mönsterås"
159023,skogsarbetare,skogsbrukare,"Skogsarbetare, Emmaboda"
252016,skogsarbetare,skogsbrukare,"Skogsarbetare, Ljungsjömåla"
54039,skogsarbetare,skogsbrukare,"1965, Skogsarbetare"
34818,skogsarbetare,skogsbrukare,"skogsarbetare, Håltane"
115543,skogsarbetare,skogsbrukare,"49, Skogsarbetare, Ekshärad"
512626,skogsarbetare,skogsbrukare,"Skogsarbetare, 45 år"
37633,skogsarbetare,skogsbrukare,"Skogsarbetare,45år,Hallsberg"
180196,skogsarbetare,skogsbrukare,"Skogsarbetare, Kopparberg"
342432,skogsarbetare,skogsbrukare,"49, skogsarbetare, Bergsjö"
313900,skogsarbetare,skogsbrukare,"55, skogsarbetare, Ljusdal"
233311,skogsarbetare,skogsbrukare,Skogsarbetare
198977,skogsarbetare,skogsbrukare,"52 år, Skogsarbetare, Provåker"
374902,skogsarbetare,skogsbrukare,"Skogsarbetare, Sorsele"
374907,skogsarbetare,skogsbrukare,"Skogsarbetare, Giltjaur"
197416,skogsarbetare,skogsbrukare,"82 år, Skogsarbetare"
21055,skogsarbetare,skogsbrukare,"Halna,Skogsarbetare"
250571,boendeassistent,boendeassistent,"Boendeansvarig, Finspång"
47490,boendeassistent,boendeassistent,"45 år, Boendeansvarig, Centrala stan"
250572,ungdomsledare,ungdomsledare,"Ungdomsledare, Sonstorp"
36722,ungdomsledare,ungdomsledare,"ungdomsledare, Rumskulla"
5967,ungdomsledare,ungdomsledare,"ungdomsledare, Mellerud"
232044,ungdomsledare,ungdomsledare,"46 år, ungdomsledare"
57290,aktivist,aktivist,"69, Aktivist"
186245,aktivist,aktivist,"aktivist, 43 år"
235203,aktivist,aktivist,Aktivist
134848,aktivist,aktivist,"26, aktivist"
379354,aktivist,aktivist,"68, aktivist"
108252,aktivist,aktivist,"54 år, arbetssökande, aktivist"
251465,skogsbrukare,skogsbrukare,Skogsbrukare
15744,skogsbrukare,skogsbrukare,"Skogsbrukare, Drothem"
248980,skogsbrukare,skogsbrukare,"skogsbrukare, Centrum"
63436,skogsbrukare,skogsbrukare,"Skogsbrukare, Motala"
72634,skogsbrukare,skogsbrukare,"70 år, Skogsbrukare, Sävsjö"
130278,skogsbrukare,skogsbrukare,"Skogsbrukare, Mellby"
15963,skogsbrukare,skogsbrukare,"Skogsbrukare, Eksjö"
68813,skogsbrukare,skogsbrukare,"69 år, Skogsbrukare, Edshult Näs"
183729,skogsbrukare,skogsbrukare,"Skogsbrukare, Skatelöv"
183731,skogsbrukare,skogsbrukare,"Skogsbrukare, Hjortsberga"
183736,skogsbrukare,skogsbrukare,"Skogsbrukare, Vislanda"
215333,skogsbrukare,skogsbrukare,"Skogsbrukare, Bergunda"
297361,skogsbrukare,skogsbrukare,"Skogsbrukare, Eke, Braås"
291558,skogsbrukare,skogsbrukare,"81 år, skogsbrukare, Staby"
158331,skogsbrukare,skogsbrukare,"Skogsbrukare, Tjärekulla, 71 år"
333991,skogsbrukare,skogsbrukare,"69 år, skogsbrukare, Torsås"
363916,skogsbrukare,skogsbrukare,"73 år, skogsbrukare, Torsås"
347984,skogsbrukare,skogsbrukare,"skogsbrukare, Lindehult"
313834,skogsbrukare,skogsbrukare,"79 år, skogsbrukare, Ålebo"
329793,skogsbrukare,skogsbrukare,"skogsbrukare, Postgården"
161705,skogsbrukare,skogsbrukare,"Skogsbrukare, Alsterbro"
161725,skogsbrukare,skogsbrukare,"Skogsbrukare, Alsterbro"
206948,skogsbrukare,skogsbrukare,"skogsbrukare, Figeholm"
163892,skogsbrukare,skogsbrukare,"52 år, Skogsbrukare, Västra Ed"
45328,skogsbrukare,skogsbrukare,"68, Skogsbrukare, Henset"
61949,skogsbrukare,skogsbrukare,"79 år, skogsbrukare, Silvåkra"
30001,skogsbrukare,skogsbrukare,"62 år, Skogsbrukare, Kinnared"
240649,skogsbrukare,skogsbrukare,"62 år, Skogsbrukare, Ätran"
254292,skogsbrukare,skogsbrukare,"Skogsbrukare, Hedgärde"
254292,skogsbrukare,skogsbrukare,"Jord- och skogsbrukare, Hedgärde"
211631,skogsbrukare,skogsbrukare,"Skogsbrukare, Laxarby"
1958,skogsbrukare,skogsbrukare,"skogsbrukare, Sälten"
196101,skogsbrukare,skogsbrukare,"69 år, skogsbrukare, Timmele"
27417,skogsbrukare,skogsbrukare,"Skogsbrukare, Fölsbyn"
33546,skogsbrukare,skogsbrukare,"42 år, Skogsbrukare, Öna"
107597,skogsbrukare,skogsbrukare,"Skogsbrukare, Västansjö"
107598,skogsbrukare,skogsbrukare,"Skogsbrukare, Västansjö"
168444,skogsbrukare,skogsbrukare,"76 år, skogsbrukare, Alfta"
24853,skogsbrukare,skogsbrukare,"Skogsbrukare, Västanfäbodarna"
323350,skogsbrukare,skogsbrukare,"66 år, skogsbrukare, Forsa"
253317,skogsbrukare,skogsbrukare,"73 år, Skogsbrukare, Mattmar"
333997,skogsbrukare,skogsbrukare,"fil.mag., skogsbrukare, Algutsboö"
17092,skogsbrukare,skogsbrukare,"Ånimskog, 66 år, skogsbrukare"
27397,skogsbrukare,skogsbrukare,"Forshaga, Skogsbrukare"
251468,handlare,handlare,Handlare
36904,handlare,handlare,"69 år,Handlare,Jönköping"
4846,handlare,handlare,"handlare, Smögen"
192827,handlare,handlare,"Handlare, Åsbro"
5165,handlare,handlare,"Tengene,Handlare,64 år"
82066,processtekniker,processtekniker,"52, processtekniker, Gusum"
10122,processtekniker,processtekniker,"Processtekniker, Emmaboda"
159008,processtekniker,processtekniker,"Processtekniker, Emmaboda"
11584,processtekniker,processtekniker,"58, Processtekniker, Slätten"
380836,processtekniker,processtekniker,"51, Processtekniker, Varberg"
20915,processtekniker,processtekniker,"51, Processtekniker, Örnsköldsvik"
252038,ordförande SKL,ordförande SKL,"ordförande Sveriges Kommuner och Landsting, 63 år"
252043,förbundsordförande,förbundsordförande,"f.d. förbundsordförande, 71 år"
252133,arbetsmarknadshandläggare,arbetsmarknadshandläggare,"arbetsmarknadskonsulent, 34 år"
213847,arbetsmarknadshandläggare,arbetsmarknadshandläggare,"57 år, Arbetsmarknadskonsulent, Haraker"
289760,arbetsmarknadshandläggare,arbetsmarknadshandläggare,Arbetsmarknadskonsulent
164366,arbetsmarknadshandläggare,arbetsmarknadshandläggare,"33 år, Arbetsmarknadskonsulent"
34575,arbetsmarknadshandläggare,arbetsmarknadshandläggare,"Skagersvik, 64, Arbetsmarknadskonsulent"
252185,forskningskoordinator,forskningskoordinator,"forskningskoordinator, 54 år"
252232,tolk,tolk,"auktoriserad tolk, 64 år"
267143,rektor,rektor,"f.d. rektor, 74 år"
241969,rektor,rektor,"f.d. Rektor, Jönköping"
184949,rektor,rektor,"f.d. Rektor, Älmhult"
170225,rektor,rektor,"f.d. rektor, Drag, 69 år"
63917,rektor,rektor,"74 år, f.d. rektor, Åsljunga"
55232,rektor,rektor,"F.d. Rektor, Igelösa, 68 år"
196109,rektor,rektor,"74 år, f.d. rektor, Ulricehamn"
26942,rektor,rektor,"68 år, f.d. rektor, Örebro"
188524,rektor,rektor,"68, F.d. rektor"
290608,rektor,rektor,f.d. rektor
267148,docent,docent,"docent i nationalekonomi, 44 år"
267659,jämställdhetsexpert,jämställdhetsexpert,"jämställdhetsexpert, 68 år"
267662,senior rektor,rektor,"senior rektor, 75 år"
268505,läkare,läkare,"f.d. distriktsläkare, 72 år"
277367,läkare,läkare,"f.d. distriktsläkare, Alingsås"
40929,chef,chef,"37 år, Konsultenhetschef, Malmslätt"
40930,underläkare,underläkare,"25 år, Underläkare, Ramshäll"
244611,underläkare,underläkare,"28 år, Underläkare, Lerum"
12127,cafébiträde,cafébiträde,"72 år, Caféansvarig, Ljungsbro"
255426,cafébiträde,cafébiträde,"Caféansvarig, Fritsla"
40933,fil. mag.,fil. mag.,"62 år, Fil. mag. Företagare, T1"
40935,barnmorska,barnmorska,"71 år, Leg barnmorska, Linghem"
69275,barnmorska,barnmorska,"33 år, Leg Barnmorska, Nora"
251607,studerande,studerande,"Civilingenjörsstuderande, Ryd"
67734,studerande,studerande,"22, civilingenjörsstuderande, Mariedal"
251611,apotekare,apotekare,"Apotekstekniker, Ekängen"
58733,apotekare,apotekare,"41, Apotekstekniker, Lambohov"
77630,apotekare,apotekare,"Apotekstekniker, Hestra"
78137,apotekare,apotekare,"Apotekstekniker, Axeryd"
156273,apotekare,apotekare,"Apotekstekniker, Åseda"
79251,apotekare,apotekare,"Apotekstekniker, Svedala, 68"
249637,apotekare,apotekare,"Apotekstekniker, Uddevalla"
495765,apotekare,apotekare,"38 år, Apotekstekniker, Söder"
30249,apotekare,apotekare,"38 år, Apotekstekniker"
7274,apotekare,apotekare,"39 år, Apotekstekniker"
70973,apotekare,apotekare,"63 år, Apotekstekniker, Lingbo"
251622,bankir,bankir,"F.d Bankdirektör, Askeby"
5425,bankir,bankir,"72 år, f.d bankdirektör, Svenljunga"
251623,idrottslärare,lärare,"Idrottslärare, Lambohov"
15864,idrottslärare,lärare,"56, Idrottslärare, Ås"
36356,idrottslärare,lärare,"56 år,Idrottslärare, Nässjö"
62538,idrottslärare,lärare,"idrottslärare, Beddingestrand"
81227,idrottslärare,lärare,"57, Idrottslärare, Munka-Ljungby"
249615,idrottslärare,lärare,"Idrottslärare, Vänersborg"
283,idrottslärare,lärare,Idrottslärare
187980,idrottslärare,lärare,"Idrottslärare, Nygård"
41286,idrottslärare,lärare,"idrottslärare, Bäsksjö"
251629,patienttransportör,patienttransportör,"F.d Patienttransportör, Östra Skrukeby"
251630,församlingsassistent,församlingsassistent,"Församlingsassistent, Västerby"
400509,församlingsassistent,församlingsassistent,"45 år,församlingsassistent,Stånga"
34755,församlingsassistent,församlingsassistent,Församlingsassistent
251632,direktör,direktör,"F.d Teknisk direktör, Vidingsjö"
251635,förtroendevald,förtroendevald,"Förtroendevald revisor, Innerstaden"
251640,pensionär,pensionär,"Pensionerad förskollärare, Johannelund"
127348,pensionär,pensionär,"69 år, pensionerad förskollärare, Dalby"
126850,pensionär,pensionär,pensionerad förskollärare
251641,kulturpolitiker,politiker,"Kulturpolitiker, Innerstaden"
249287,jurist,jurist,"Jurist/Egenföretagare, 51 år, Ekkällan"
249285,religionsvetare,religionsvetare,"Religionsvetare, 43 år, Vasastaden"
251230,barnmorska,barnmorska,"fd Barnmorska, 69 år, T1"
37644,barnmorska,barnmorska,"fd Barnmorska,71år,Hallsberg"
251240,studerande,studerande,"Ämneslärarstudent, 25 år, Valla"
38228,studerande,studerande,"Ämneslärarstudent, 25 år"
251256,bankir,bankir,"Bankdir., 75 år, Linköping"
251269,läkare,läkare,"Leg. läk. docent, 71 år, Hjulsbro"
251277,konstvetare,konstvetare,"Konstintendent, 64 år, Innerstaden"
420728,sakkunnig,sakkunnig,"46 år, Sakkunnig digitalisering"
420733,teknisk support,teknisk support,"40 år,Teknisk supportingejör"
415602,kvalitetsutvecklare,kvalitetsutvecklare,"28, Kvalitetsutvecklare"
415999,skogsinventerare,skogsinventerare,"64, Skogsinventerare"
420738,energiingenjör,ingenjör,"42 år, Energiingenjör"
63944,energiingenjör,ingenjör,"32, Energiingenjör"
276151,energiingenjör,ingenjör,"Energiingenjör, Landvetter"
195983,energiingenjör,ingenjör,"47 år, Energiingenjör, Lycksele"
277120,energiingenjör,ingenjör,"42, energiingenjör, Eriksberg"
415595,träningsansvarig,träningsansvarig,"36, Träningsansvarig"
420747,fiollärare,fiollärare,"77 år, Fiollärare"
12395,kommunalråd,kommunalråd,"41 år, Företagare/Kommunalråd"
12396,skattehandläggare,skattehandläggare,"35 år, Kommunalråd/Skattehandläggare"
3322,egenföretagare,egenföretagare,"54 år, Lantmästare/Egen företagare"
12398,civilekonom,civilekonom,"37 år, Civilekonom/Egen företagare"
361286,civilekonom,civilekonom,"67 år, civilekonom/egen företagare, Mörbylånga"
95777,civilekonom,civilekonom,"61, Civilekonom/Egen företagare, Borgvik"
12400,säkerhetsrådgivare,säkerhetsrådgivare,"23 år, Säkerhetsrådgivare/Säljare"
12403,projektsekreterare,projektsekreterare,"28 år, Projektsekreterare"
12404,sjukhusfysiker,sjukhusfysiker,"75 år, Sjukhusfysiker"
12405,studerande,studerande,"40 år, Student/Förbundsordförande"
12408,universitetslärare,universitetslärare,"54 år, Kommunalråd/Universitetslärare"
12410,helikopternavigatör,helikopternavigatör,"20 år, Helikopternavigatör"
12418,egenföretagare,egenföretagare,"71 år, F.d. Egen företagare"
38744,egenföretagare,egenföretagare,"F.d. egen företagare, 70 år"
380833,egenföretagare,egenföretagare,"69, f.d. Egen företagare, Veddige"
255596,egenföretagare,egenföretagare,"f.d. Egen Företagare, Längjum"
3336,ingenjör,ingenjör,"44 år, Ingenjör/Global Manager"
12426,åklagare,åklagare,"46 år, Kammaråklagare"
61439,åklagare,åklagare,"39 år, kammaråklagare, Helsingborg"
14206,åklagare,åklagare,"kammaråklagare, 63 år, Varberg"
12427,projektledare,projektledare,"31 år, Projektledare/Coach"
12428,eventanordnare,eventanordnare,"37 år, Event Manager"
12435,egenföretagare,egenföretagare,"59 år, Egen företagare/Tjänsteman"
12437,finansstrateg,finansstrateg,"53 år, Finansanalytiker"
874,finansstrateg,finansstrateg,"33, Finansanalytiker"
12442,måltidsutvecklare,måltidsutvecklare,"48 år, Måltidsutvecklare"
227561,måltidsutvecklare,måltidsutvecklare,"36, måltidsutvecklare, Alvesta"
12443,civilekonom,civilekonom,"43 år, Civilekonom/Enhetschef"
12447,konsult,konsult,"67 år, Konsult/Senior advisor"
12449,polis,polis,"69 år, F.d. Kriminalinspektör"
249755,polis,polis,"f.d. kriminalinspektör, 70 år, Mantorp"
277804,polis,polis,"F.d. Kriminalinspektör, 75 år, Örnsköldsvik"
12451,lärare,lärare,"52 år, Lärare/Koordinator f. integration"
12453,chef,chef,"42 år, QA Manager"
12455,läkare,läkare,"52 år, Röntgenläkare"
168358,läkare,läkare,"49 år, röntgenläkare, Höjersdal"
12457,läkare,läkare,"75 år, Överläkare PHD"
12459,teknisk konsult,teknisk konsult,"75 år, Teknisk konsult"
60662,teknisk konsult,teknisk konsult,"57 år, teknisk konsult"
62678,teknisk konsult,teknisk konsult,"26 år, Teknisk Konsult, Veberöd"
46540,teknisk konsult,teknisk konsult,Teknisk konsult
12460,försäkringsrådgivare,försäkringsrådgivare,"67 år, F.d. Försäkringsinformatör"
80345,pensionär,pensionär,"74, pensionerad sjuksköterska, Linghem"
61146,pensionär,pensionär,"pensionerad sjuksköterska, Helgenäs"
62967,pensionär,pensionär,"67 år, pensionerad sjuksköterska, Perstorp"
93544,pensionär,pensionär,"pensionerad sjuksköterska, Berget"
253070,pensionär,pensionär,"72 år, pensionerad sjuksköterska, Ås"
80358,kundrådgivare,kundrådgivare,"25, kundtjänstmedarbetare, Ramshäll"
297738,kundrådgivare,kundrådgivare,"30 år, Kundtjänstmedarbetare, Asarum"
63899,kundrådgivare,kundrådgivare,"33 år, kundtjänstmedarbetare, Örkelljunga"
110195,kundrådgivare,kundrådgivare,kundtjänstmedarbetare
81234,kundrådgivare,kundrådgivare,"27, Kundtjänstmedarbetare, Vejbystrand"
24730,kundrådgivare,kundrådgivare,"41 år, kundtjänstmedarbetare, Dalsjöfors"
80363,sytemtekniker,systemtekniker,"42, sytemtekniker, Ryd"
58713,forskare,forskare,"37, Fysikforskare,  Skäggetorp"
58728,lärare,lärare,"68, fd. lärare vuxenutbildning, Ekkällan"
58734,repertoaransvarig,repertoaransvarig,"53, Repertoaransvarig, Innerstaden"
58735,instrumenttekniker,instrumenttekniker,"30, Instrumenttekniker,Vasastaden"
37099,instrumenttekniker,instrumenttekniker,"Instrumenttekniker, 72, Flädie"
58738,elmontör,elektronikmontör,"24, Elmontör, Tannefors"
63951,elmontör,elektronikmontör,"31, Elmontör"
227579,elmontör,elektronikmontör,"64, elmontör, Moheda"
153920,elmontör,elektronikmontör,"20, Elmontör, Ljungby"
153930,elmontör,elektronikmontör,"20, Elmontör, Angelstad"
54572,elmontör,elektronikmontör,Elmontör
226865,elmontör,elektronikmontör,"52 år, Elmontör, Öckerö"
101227,elmontör,elektronikmontör,"elmontör, Stavre, 39 år"
256261,elmontör,elektronikmontör,"70, Elmontör, Alingsås"
286712,elmontör,elektronikmontör,"elmontör, Hällefors"
368887,elmontör,elektronikmontör,"36 år, elmontör, Själevad"
189019,arbetare,arbetare,"pappersbruksarbetare, 47 år"
126816,arbetare,arbetare,pappersbruksarbetare
40670,arbetare,arbetare,"60 år, pappersbruksarbetare"
108420,arbetare,arbetare,"Pappersbruksarbetare, Åmotfors"
108423,arbetare,arbetare,"Pappersbruksarbetare, Boda Åmotfors"
108424,arbetare,arbetare,"Pappersbruksarbetare, Åmotfors"
108427,arbetare,arbetare,"Pappersbruksarbetare, Åmotfors"
71380,arbetare,arbetare,"50,Pappersbruksarbetare,Frövi"
63822,arbetare,arbetare,"Pappersbruksarbetare, Östra Främby"
295438,arbetare,arbetare,"Pappersbruksarbetare, Grycksbo"
189874,sakkunnig,sakkunnig,"sakkunnig vård- och omsorg, 53 år"
196299,sakkunnig,sakkunnig,"sakkunnig vård- och omsorg, 59 år"
251757,konsulent,konsulent,"Konsulent, Hageby"
66886,konsulent,konsulent,"60 år, konsulent, Rydsgård"
127617,konsulent,konsulent,"81 år, Konsulent, Hyllinge"
324492,konsulent,konsulent,"28 år, Konsulent"
13822,konsulent,konsulent,"46 år, konsulent, Målsryd"
256599,konsulent,konsulent,"39, Konsulent, Horn"
43269,konsulent,konsulent,"65 år, konsulent"
286727,konsulent,konsulent,"konsulent, Hällefors"
180350,konsulent,konsulent,"51 år, konsulent, Ljusdal"
251776,flygledare,flygledare,"Flygledare, Vikbolandet"
509754,flygledare,flygledare,"Flygledare, 50 år"
256224,flygledare,flygledare,"63, Flygledare, Alingsås"
428299,flygledare,flygledare,"flygledare, Gammelstad"
247475,destinationsutvecklare,destinationsutvecklare,"Destinationsutvecklare, 41 år"
35776,destinationsutvecklare,destinationsutvecklare,"66 år,Destinationsutvecklare, Eksjö"
345261,destinationsutvecklare,destinationsutvecklare,"destinationsutvecklare, Järvsö"
247825,hemmansägare,hemmansägare,"Hemmansägare, 75 år"
78125,hemmansägare,hemmansägare,"Hemmansägare, Adelöv"
126265,hemmansägare,hemmansägare,"Hemmansägare, 72 år"
112719,hemmansägare,hemmansägare,"70, Hemmansägare, Hinneryd"
167821,hemmansägare,hemmansägare,"hemmansägare, Rävlanda"
179011,hemmansägare,hemmansägare,"hemmansägare, 81 år, Älvängen"
64327,hemmansägare,hemmansägare,"56 år, Hemmansägare, Prässebo"
27434,hemmansägare,hemmansägare,"Hemmansägare, Årstad"
106720,hemmansägare,hemmansägare,"Hemmansägare, 63 år Sunne"
115884,hemmansägare,hemmansägare,"43, Hemmansägare, Hälserud"
115880,hemmansägare,hemmansägare,"65, Resesäljare, Lysvik"
115880,hemmansägare,hemmansägare,"65, Hemmansägare, Lysvik"
